"rules";"support";"confidence";"coverage";"lift";"count"
"{A1,M,SPMU} => {C}";0.0294117647058824;1;0.0294117647058824;4.94545454545455;8
"{A1,M} => {C}";0.0441176470588235;0.923076923076923;0.0477941176470588;4.56503496503497;12
"{A,SBMPTN} => {P}";0.0661764705882353;1;0.0661764705882353;4.31746031746032;18
"{M,SPMU} => {C}";0.0404411764705882;0.846153846153846;0.0477941176470588;4.18461538461538;11
"{A1,Informatika,P,SNMPTN} => {A}";0.0294117647058824;0.8;0.0367647058823529;4.02962962962963;8
"{Informatika,P,SNMPTN} => {A}";0.0330882352941176;0.75;0.0441176470588235;3.77777777777778;9
"{A1,Informatika,Lk,P} => {A}";0.0220588235294118;0.75;0.0294117647058824;3.77777777777778;6
"{M} => {C}";0.0588235294117647;0.761904761904762;0.0772058823529412;3.76796536796537;16
"{A1,Informatika,P} => {A}";0.0625;0.739130434782609;0.0845588235294118;3.72302737520129;17
"{A1,Informatika,Pr,SBMPTN} => {P}";0.0220588235294118;0.857142857142857;0.0257352941176471;3.70068027210884;6
"{Informatika,P,Pr} => {A}";0.0551470588235294;0.714285714285714;0.0772058823529412;3.5978835978836;15
"{Informatika,Pr,SBMPTN} => {P}";0.0330882352941176;0.818181818181818;0.0404411764705882;3.53246753246753;9
"{Informatika,P} => {A}";0.0772058823529412;0.7;0.110294117647059;3.52592592592593;21
"{A1,Informatika,Pr} => {A}";0.0514705882352941;0.7;0.0735294117647059;3.52592592592593;14
"{A1,P,Pr} => {A}";0.0735294117647059;0.689655172413793;0.106617647058824;3.47381864623244;20
"{A,A1} => {P}";0.106617647058824;0.763157894736842;0.139705882352941;3.29490392648287;29
"{A1,Informatika,Pr} => {P}";0.0551470588235294;0.75;0.0735294117647059;3.23809523809524;15
"{Informatika,Pr,SBMPTN} => {A}";0.0257352941176471;0.636363636363636;0.0404411764705882;3.20538720538721;7
"{P,Pr} => {A}";0.0882352941176471;0.631578947368421;0.139705882352941;3.1812865497076;24
"{A,A2,SNMPTN} => {Informatika}";0.0220588235294118;0.857142857142857;0.0257352941176471;3.15057915057915;6
"{A,A2,SM} => {Informatika}";0.0220588235294118;0.857142857142857;0.0257352941176471;3.15057915057915;6
"{Informatika,Pr} => {A}";0.0772058823529412;0.617647058823529;0.125;3.11111111111111;21
"{A1,Informatika,SNMPTN} => {A}";0.0404411764705882;0.611111111111111;0.0661764705882353;3.07818930041152;11
"{A1,Informatika,SBMPTN} => {P}";0.0330882352941176;0.692307692307692;0.0477941176470588;2.98901098901099;9
"{A,A2} => {Informatika}";0.0294117647058824;0.8;0.0367647058823529;2.94054054054054;8
"{A} => {P}";0.132352941176471;0.666666666666667;0.198529411764706;2.87830687830688;36
"{A,SPMU} => {Informatika}";0.0220588235294118;0.75;0.0294117647058824;2.75675675675676;6
