"rules";"support";"confidence";"coverage";"lift";"count"
"{C} => {Lk}";0.202185792349727;0.909836065573771;0.222222222222222;1.2940414507772;111
"{B} => {SM}";0.435336976320583;0.821305841924399;0.530054644808743;1.16210543097035;239
"{B,Teknik Sipil} => {SM}";0.216757741347905;0.85;0.255009107468124;1.20270618556701;119
"{B,SNMPTN} => {SM}";0.233151183970856;0.810126582278481;0.287795992714026;1.14628735482187;128
"{B,Lk} => {SM}";0.280510018214936;0.846153846153846;0.331511839708561;1.19726407613006;154
