1 1 1 1 1
5.789617 1.187614 1.234781 12.32149 1.217031
1.035955 2.038737 0.8630237 0.9978214 3.292929
0.9938272 0.9935988 1.187614 1.058599 0.9673787
1.100929 0.7029626 0.8908479 1.436437 1.070726
1.185505 1.010813 1.040024 1.206977 0.9455122
1.548508 0.9489238 1.197736 0.7750337 1.133565
1.012285 1.011926 0.9710601 0.9765098 0.7926505
1.641131 1.22375 0.984408 0.9870067 0.9520274
0.9758826 1.12353 1.055952 0.9048486 0.9415737
0.9384335 0.9633533 1.001757 1.001726 1.319672
NA 0.8324813 1.835403 2.635018 0.9645947
0.9864216 3.191712 2.287432 1.289337 1.301343
0.9520106 0.9300546 1.024796 1.143716 1.015082
1.251366 1.051499 0.9853552 1.019739 0.6904732
1.077565 0.7717381 0.97933 1.090929 0.8016393
3.618579 1.645069 1.737004 1.429337 1.096302
1.490861 1.082531 1.298533 1.331891 1.801457
1.128683 1.033601 1.037691 1.085833 0.8322257
1.020618 1.556536 1.0726 0.8907104 2.199454
1.188685 1.072683 0.9802368 0.9953083 1.076175
0.8269945 1.007909 0.952534 1.561431 1.145041
1.465782 1.366546 0.6203953 1.142612 1.95507
2.334062 1.227531 0.9620378 0.695024 1.161763
0.9574479 0.7338557 1.124416 1.200535 1.243024
0.9324179 0.6912284 0.955149 0.9974215 0.9863051
0.744615 0.9678622 1.544505 0.9961765 1.138312
0.7356116 0.9146531 1.431801 0.9317025 1.174863
1.906193 0.8348227 1.07811 0.8702343 0.930503
0.9657453 0.9775349 0.9185112 1.007773 1.167292
0.9806811 1.043851 1.00081 0.96057 0.9411101
2.456056 6.015301 2.072299 1.624212 2.010322
2.175015 1.181846 2.114754 1.521311 1.64677
0.5988392 1.597814 1.039742 0.6835684 1.222599
1.186372 0.8752725 0.9395544 1.075452 1.857316
0.7917426 0.9628317 0.9921069 1.814549 0.7998216
0.9047436 1.035242 1.132592 0.9814309 0.9188775
1.019.192
