x
220.338.983.050.847
164.648.910.411.622
156.073.446.327.684
148.500.651.890.482
148.452.468.680.914
132.485.875.706.215
117.655.367.231.638
117.161.016.949.153
116.271.186.440.678
110.734.463.276.836
108.050.847.457.627
14.537.750.385.208
11.571.897.211.591
11.271.186.440.678
1
1
0,996468927
0,939661017
0,918201916
0,910508475
0,907885041
0,901694915
0,883239171
0,855675398
0,849644615
0,839351511
0,757496741
0,755007704
