x
329.292.929.292.929
233.406.193.078.324
195.506.982.392.228
190.619.307.832.423
143.180.113.575.485
120.697.711.253.663
118.761.384.335.155
116.729.168.898.889
113.356.452.290.879
112.353.038.582.547
101.081.269.619.812
100.175.701.597.434
100.172.645.917.478
100.080.955.272.212
16.411.307.271.963
15.445.051.608.986
1
1
0,977534912
