x
949.152.542.372.881
688.135.593.220.339
616.949.152.542.373
355.367.231.638.418
307.344.632.768.362
249.152.542.372.881
230.508.474.576.271
220.338.983.050.847
209.604.519.774.011
197.578.692.493.947
182.485.875.706.215
173.611.111.111.111
172.881.355.932.203
172.881.355.932.203
171.121.251.629.726
167.725.988.700.565
164.648.910.411.622
160.169.491.525.424
156.873.822.975.518
156.073.446.327.684
153.672.316.384.181
151.926.040.061.633
151.271.186.440.678
150.282.485.875.706
149.306.625.577.812
149.110.169.491.525
148.500.651.890.482
148.452.468.680.914
146.327.683.615.819
142.835.130.970.724
138.418.079.096.045
136.607.142.857.143
134.463.276.836.158
132.485.875.706.215
131.261.770.244.821
131.261.770.244.821
130.769.230.769.231
130.007.704.160.247
128.351.309.707.242
125.605.326.876.513
125.111.507.582.516
124.041.034.790.366
123.230.309.072.782
123.011.734.028.683
122.619.047.619.048
122.457.627.118.644
121.743.978.590.544
121.380.649.717.514
120.801.232.665.639
120.762.711.864.407
120.021.186.440.678
119.370.460.048.426
119.293.785.310.734
118.095.712.861.416
117.655.367.231.638
117.161.016.949.153
116.966.101.694.915
116.486.902.927.581
116.271.186.440.678
115.254.237.288.136
114.627.855.563.744
114.565.677.966.102
110.734.463.276.836
110.734.463.276.836
110.006.518.904.824
109.745.762.711.864
109.491.525.423.729
109.491.525.423.729
109.110.169.491.525
108.050.847.457.627
107.961.641.391.615
107.826.520.438.684
107.111.274.871.039
106.927.966.101.695
106.542.871.385.842
105.932.203.389.831
105.932.203.389.831
104.745.762.711.864
104.048.964.218.456
101.316.585.956.416
100.847.457.627.119
100.847.457.627.119
100.847.457.627.119
29.774.011.299.435
23.771.186.440.678
23.728.813.559.322
17.864.406.779.661
17.608.286.252.354
14.537.750.385.208
14.537.750.385.208
14.418.549.905.838
13.728.813.559.322
13.274.818.401.937
11.571.897.211.591
11.271.186.440.678
11.263.677.322.463
10.626.381.724.392
1
1
1
1
0,996468927
0,995377504
0,993278784
0,964146023
0,958040513
0,948739148
0,945621469
0,939661017
0,937539234
0,936750723
0,931632986
0,921374765
0,918201916
0,916271186
0,913797669
0,912429379
0,910714286
0,910508475
0,907885041
0,907627119
0,907627119
0,905180684
0,903330706
0,901694915
0,895262929
0,886571056
0,883239171
0,876934414
0,872881356
0,870056497
0,86440678
0,855675398
0,849644615
0,849241748
0,839351511
0,834076717
0,823529412
0,820078227
0,810734463
0,810381356
0,809571286
0,798921418
0,779661017
0,777777778
0,757496741
0,755007704
0,751412429
0,743502825
0,713478612
0,711864407
0,693611473
0,685499058
0,644067797
0,616949153
0,611953613
0,603107345
